date,feature_index,NO2
2020-12-01T00:00:00.000Z,0,
2020-12-03T00:00:00.000Z,0,
2020-11-29T00:00:00.000Z,0,
2020-11-28T00:00:00.000Z,0,
2020-08-29T00:00:00.000Z,0,2.917794972745469E-5
2020-08-27T00:00:00.000Z,0,2.3624764253327157E-5
2020-08-23T00:00:00.000Z,0,3.175748497596942E-5
2020-08-25T00:00:00.000Z,0,2.1963290237181354E-5
2020-08-24T00:00:00.000Z,0,1.8811110294336686E-5
2020-08-28T00:00:00.000Z,0,
2020-08-22T00:00:00.000Z,0,4.614894351107068E-6
2020-08-26T00:00:00.000Z,0,2.211410719610285E-5
2020-12-20T00:00:00.000Z,0,4.764491313835606E-5
2020-12-26T00:00:00.000Z,0,
2020-12-24T00:00:00.000Z,0,6.69884102535434E-5
2020-12-22T00:00:00.000Z,0,
2020-12-25T00:00:00.000Z,0,
2020-12-23T00:00:00.000Z,0,
2020-12-27T00:00:00.000Z,0,
2020-12-21T00:00:00.000Z,0,
2020-08-31T00:00:00.000Z,0,2.3236655579239596E-5
2020-08-30T00:00:00.000Z,0,2.7595300707616843E-5
2020-09-02T00:00:00.000Z,0,
2020-09-05T00:00:00.000Z,0,2.7351507014827803E-5
2020-09-01T00:00:00.000Z,0,2.233877194157685E-5
2020-09-06T00:00:00.000Z,0,2.4478964405716397E-5
2020-09-04T00:00:00.000Z,0,2.849377597158309E-5
2020-09-03T00:00:00.000Z,0,3.194229429936968E-5
2020-07-09T00:00:00.000Z,0,9.449944263906218E-5
2020-07-05T00:00:00.000Z,0,5.738553227274679E-6
2020-07-06T00:00:00.000Z,0,
2020-07-10T00:00:00.000Z,0,3.567706517060287E-5
2020-07-07T00:00:00.000Z,0,1.8238329175801482E-5
2020-07-11T00:00:00.000Z,0,3.901401214534417E-5
2020-07-12T00:00:00.000Z,0,2.5514515073155053E-5
2020-07-08T00:00:00.000Z,0,3.9539205317851156E-5
2020-11-19T00:00:00.000Z,0,1.4984065273893066E-5
2020-11-18T00:00:00.000Z,0,1.5627943412255263E-5
2020-11-20T00:00:00.000Z,0,
2020-11-21T00:00:00.000Z,0,
2020-11-22T00:00:00.000Z,0,
2020-11-25T00:00:00.000Z,0,
2020-11-24T00:00:00.000Z,0,
2020-11-23T00:00:00.000Z,0,
2021-02-19T00:00:00.000Z,0,
2021-02-15T00:00:00.000Z,0,
2021-02-17T00:00:00.000Z,0,
2021-02-21T00:00:00.000Z,0,
2021-02-14T00:00:00.000Z,0,
2021-02-20T00:00:00.000Z,0,
2021-02-16T00:00:00.000Z,0,
2021-02-18T00:00:00.000Z,0,9.553629570291378E-5
2021-01-08T00:00:00.000Z,0,
2021-01-12T00:00:00.000Z,0,
2021-01-09T00:00:00.000Z,0,
2021-01-10T00:00:00.000Z,0,
2021-01-07T00:00:00.000Z,0,
2021-01-11T00:00:00.000Z,0,
2021-01-06T00:00:00.000Z,0,
2021-01-05T00:00:00.000Z,0,
2021-04-11T00:00:00.000Z,0,3.4982056604349054E-5
2021-04-17T00:00:00.000Z,0,3.811571150436066E-5
2021-04-15T00:00:00.000Z,0,4.6439809011644684E-5
2021-04-12T00:00:00.000Z,0,
2021-04-16T00:00:00.000Z,0,3.0211639568733517E-5
2021-04-13T00:00:00.000Z,0,
2021-04-14T00:00:00.000Z,0,
2021-04-18T00:00:00.000Z,0,2.696396222745534E-5
2021-01-13T00:00:00.000Z,0,
2021-01-15T00:00:00.000Z,0,
2021-01-18T00:00:00.000Z,0,
2021-01-14T00:00:00.000Z,0,
2021-01-17T00:00:00.000Z,0,
2021-01-20T00:00:00.000Z,0,
2021-01-16T00:00:00.000Z,0,
2021-01-19T00:00:00.000Z,0,
2020-06-01T00:00:00.000Z,0,
2020-06-02T00:00:00.000Z,0,
2020-05-31T00:00:00.000Z,0,
2020-10-01T00:00:00.000Z,0,2.122187333952752E-5
2020-10-03T00:00:00.000Z,0,1.8026702491624746E-5
2020-10-02T00:00:00.000Z,0,1.794606760086026E-5
2020-10-04T00:00:00.000Z,0,
2020-10-05T00:00:00.000Z,0,5.312176654115319E-5
2020-08-18T00:00:00.000Z,0,1.3320353900780901E-5
2020-08-19T00:00:00.000Z,0,2.8222771106811706E-5
2020-08-15T00:00:00.000Z,0,2.3475210582546424E-5
2020-08-20T00:00:00.000Z,0,2.7413183488533832E-5
2020-08-17T00:00:00.000Z,0,
2020-08-14T00:00:00.000Z,0,4.205717777949758E-5
2020-08-21T00:00:00.000Z,0,1.8607048332341947E-5
2020-08-16T00:00:00.000Z,0,1.9766157492995262E-5
2021-01-25T00:00:00.000Z,0,
2021-01-27T00:00:00.000Z,0,
2021-01-26T00:00:00.000Z,0,
2021-01-21T00:00:00.000Z,0,3.970109173678793E-5
2021-01-22T00:00:00.000Z,0,
2021-01-23T00:00:00.000Z,0,
2021-01-24T00:00:00.000Z,0,
2021-01-28T00:00:00.000Z,0,
2021-02-24T00:00:00.000Z,0,
2021-02-26T00:00:00.000Z,0,4.957225974067114E-5
2021-02-22T00:00:00.000Z,0,
2021-02-25T00:00:00.000Z,0,
2021-02-27T00:00:00.000Z,0,
2021-02-23T00:00:00.000Z,0,
2021-02-28T00:00:00.000Z,0,
2021-03-01T00:00:00.000Z,0,
2021-03-30T00:00:00.000Z,0,
2021-04-01T00:00:00.000Z,0,
2021-03-27T00:00:00.000Z,0,
2021-03-31T00:00:00.000Z,0,
2021-03-28T00:00:00.000Z,0,4.19163206970552E-5
2021-03-29T00:00:00.000Z,0,
2021-03-26T00:00:00.000Z,0,9.445648902328685E-5
2021-04-02T00:00:00.000Z,0,2.428821608191356E-5
2021-03-14T00:00:00.000Z,0,
2021-03-15T00:00:00.000Z,0,
2021-03-12T00:00:00.000Z,0,4.774913759320043E-5
2021-03-16T00:00:00.000Z,0,
2021-03-17T00:00:00.000Z,0,4.7475059545831755E-5
2021-03-13T00:00:00.000Z,0,
2021-03-11T00:00:00.000Z,0,
2021-03-10T00:00:00.000Z,0,
2021-04-04T00:00:00.000Z,0,
2021-04-07T00:00:00.000Z,0,
2021-04-10T00:00:00.000Z,0,
2021-04-08T00:00:00.000Z,0,
2021-04-05T00:00:00.000Z,0,5.6793105613905936E-5
2021-04-06T00:00:00.000Z,0,
2021-04-09T00:00:00.000Z,0,3.883402405335801E-5
2021-04-03T00:00:00.000Z,0,4.483600059757009E-5
2020-07-15T00:00:00.000Z,0,
2020-07-19T00:00:00.000Z,0,3.583833313314244E-5
2020-07-20T00:00:00.000Z,0,2.4163224225048907E-5
2020-07-14T00:00:00.000Z,0,1.686599716776982E-5
2020-07-16T00:00:00.000Z,0,
2020-07-18T00:00:00.000Z,0,2.5342711523990147E-5
2020-07-17T00:00:00.000Z,0,1.19226606329903E-5
2020-07-13T00:00:00.000Z,0,1.4093015579419443E-5
2021-05-04T00:00:00.000Z,0,1.8370923498878255E-5
2021-04-28T00:00:00.000Z,0,
2021-04-27T00:00:00.000Z,0,2.6571897251415066E-5
2021-05-02T00:00:00.000Z,0,3.559961260179989E-5
2021-05-03T00:00:00.000Z,0,1.9047912701353198E-5
2021-05-01T00:00:00.000Z,0,2.961576683446765E-5
2021-04-30T00:00:00.000Z,0,
2021-04-29T00:00:00.000Z,0,4.773695400217548E-5
2020-10-17T00:00:00.000Z,0,
2020-10-22T00:00:00.000Z,0,5.871681969438214E-5
2020-10-21T00:00:00.000Z,0,
2020-10-18T00:00:00.000Z,0,
2020-10-19T00:00:00.000Z,0,
2020-10-20T00:00:00.000Z,0,
2020-10-23T00:00:00.000Z,0,6.433971248043235E-5
2020-10-24T00:00:00.000Z,0,3.682880924316123E-5
2020-10-07T00:00:00.000Z,0,5.654278902511578E-5
2020-10-08T00:00:00.000Z,0,4.466655809665099E-5
2020-10-06T00:00:00.000Z,0,4.1607416278566234E-5
2020-12-12T00:00:00.000Z,0,
2020-12-15T00:00:00.000Z,0,
2020-12-19T00:00:00.000Z,0,
2020-12-18T00:00:00.000Z,0,
2020-12-13T00:00:00.000Z,0,
2020-12-17T00:00:00.000Z,0,
2020-12-14T00:00:00.000Z,0,
2020-12-16T00:00:00.000Z,0,
2021-02-01T00:00:00.000Z,0,
2021-01-29T00:00:00.000Z,0,
2021-02-03T00:00:00.000Z,0,
2021-02-05T00:00:00.000Z,0,
2021-01-30T00:00:00.000Z,0,
2021-01-31T00:00:00.000Z,0,
2021-02-04T00:00:00.000Z,0,
2021-02-02T00:00:00.000Z,0,
2020-09-12T00:00:00.000Z,0,2.8580140678968746E-5
2020-09-08T00:00:00.000Z,0,3.0424494070757646E-5
2020-09-14T00:00:00.000Z,0,3.36075245286338E-5
2020-09-13T00:00:00.000Z,0,3.530067624524236E-5
2020-09-07T00:00:00.000Z,0,2.60923716268735E-5
2020-09-10T00:00:00.000Z,0,3.348642712808214E-5
2020-09-11T00:00:00.000Z,0,2.3041062377160415E-5
