NO2_t-1,NO2_t-2,NO2_t-3,NO2
-0.8659123250043022,-0.960103699901953,-0.9688505983709248,2.6401356990390923e-05
-0.6887925583972363,-0.8638516503829118,-0.9592459311361602,2.917794972745469e-05
-0.5116727917901703,-0.6869400605922265,-0.8630408462156994,2.7595300707616843e-05
-0.6126304948312783,-0.5100284708015408,-0.6862155775146973,2.32366555792396e-05
-0.8906699053490742,-0.6108675137201183,-0.5093903088136948,2.233877194157685e-05
-0.9479461987788791,-0.8885801320316085,-0.6101801489859874,2.7140533120473265e-05
-0.6416402692285522,-0.9457891060613899,-0.8877572620100072,3.194229429936968e-05
-0.3353343396782254,-0.639843191626675,-0.9449383218653483,2.849377597158309e-05
-0.5553164613644145,-0.33389727719196033,-0.6391416886888563,2.7351507014827803e-05
-0.6281821749140883,-0.5536208440108384,-0.3333450555123643,2.44789644057164e-05
-0.8114226155098889,-0.6264009152148801,-0.5529614118441322,2.60923716268735e-05
-0.7085028366604718,-0.8094259850912736,-0.6257059712139239,3.042449407075765e-05
-0.43215531693548176,-0.7066271724802039,-0.808641737028951,1.910244463942945e-05
-1.1543925849444636,-0.43060445640628575,-0.7058930834014349,3.348642712808214e-05
-0.2368335971742738,-1.1519928465175289,-0.43000504805508816,2.304106237716041e-05
-0.9031468602296916,-0.2355123070344745,-1.151041448610458,2.8580140678968743e-05
-0.5498072281913094,-0.9010424221867978,-0.23500809067687295,3.530067624524236e-05
-0.12110204752745451,-0.5481180860869088,-0.9002134713964496,3.36075245286338e-05
-0.2291087540468965,-0.11991678187561479,-0.547461338900089,2.938102261396125e-05
-0.4987187053726205,-0.22779654326215792,-0.11946896844619916,2.7142825274495408e-05
-0.641494051967371,-0.49708960990354295,-0.22729609168411294,3.012323941220529e-05
-0.45137245097888173,-0.6396971462212077,-0.49645776121927027,2.4787694201222618e-05
-0.791728640014392,-0.4497990036889772,-0.6389957145438334,1.9452148990239948e-05
-1.1320848290499022,-0.7897551568096595,-0.44919022967530725,2.29168053920148e-05
-0.9110732543005635,-1.1297113099303415,-0.7889805068032599,2.0680261513916776e-05
-1.0537431260492365,-0.9089595000107331,-1.1287707839312124,4.660011290980037e-05
0.5996927446300238,-1.051461685451644,-0.9081266862129603,2.367035631323233e-05
-0.8630039924635787,0.6000308277907764,-1.0505593400649909,2.9846057259419467e-05
-0.4690539919386792,-0.8609467361360407,0.6001273546693517,3.239790112274932e-05
-0.30627103012461576,-0.4674597627395828,-0.8601373493737791,3.2758423913037404e-05
-0.2832731624071192,-0.30486812705134136,-0.4668423714500878,3.022638520633336e-05
-0.44479274674693015,-0.2818972897606384,-0.3043300696663271,1.6210050489462446e-05
